"origin" "year" "month" "day" "hour" "temp" "dewp" "humid" "wind_dir" "wind_speed" "wind_gust" "precip" "pressure" "visib" "time_hour"
"LGA" 2013 1 9 8 39.02 33.08 79.05 0 0 NA 0 1028.8 6 2013-01-09 08:00:00
"LGA" 2013 1 9 9 44.06 33.98 67.45 0 0 NA 0 1028.4 5 2013-01-09 09:00:00
"LGA" 2013 1 9 10 46.94 32 55.85 160 9.20624 NA 0 1026.4 10 2013-01-09 10:00:00
"LGA" 2013 1 9 11 46.94 33.08 58.33 190 8.05546 NA 0 1025.4 10 2013-01-09 11:00:00
"LGA" 2013 1 9 12 48.02 32 53.63 220 10.35702 NA 0 1024 10 2013-01-09 12:00:00
"LGA" 2013 1 9 13 48.02 33.08 56.01 220 9.20624 NA 0 1024.5 10 2013-01-09 13:00:00
"LGA" 2013 1 9 14 48.02 33.98 58.07 180 14.96014 NA 0 1020.8 10 2013-01-09 14:00:00
"LGA" 2013 1 9 15 48.92 35.06 58.61 200 10.35702 NA 0 1020.3 10 2013-01-09 15:00:00
"LGA" 2013 1 9 16 50 35.96 58.34 220 5.7539 NA 0 1020.6 10 2013-01-09 16:00:00
"LGA" 2013 1 9 17 50 35.96 58.34 240 14.96014 NA 0 1021.4 10 2013-01-09 17:00:00
"LGA" 2013 1 9 18 50 35.06 56.3 240 17.2617 24.16638 0 1021.6 10 2013-01-09 18:00:00
"LGA" 2013 1 9 19 50 35.96 58.34 260 23.0156 29.92028 0 1021.9 10 2013-01-09 19:00:00
"LGA" 2013 1 9 20 50 35.06 56.3 260 20.71404 28.7695 0 1021.8 10 2013-01-09 20:00:00
"LGA" 2013 1 9 21 48.92 33.08 54.15 260 18.41248 28.7695 0 1022.1 10 2013-01-09 21:00:00
"LGA" 2013 1 9 22 48.92 32 51.85 250 18.41248 25.31716 0 1022.7 10 2013-01-09 22:00:00
"LGA" 2013 1 9 23 48.02 30.92 51.34 250 17.2617 21.86482 0 1023.2 10 2013-01-09 23:00:00
"LGA" 2013 1 10 0 46.94 30.02 51.55 260 13.80936 24.16638 0 1024.1 10 2013-01-10 00:00:00
"LGA" 2013 1 10 1 46.04 28.04 49.19 280 13.80936 NA 0 1025.2 10 2013-01-10 01:00:00
"LGA" 2013 1 10 2 46.04 24.98 43.34 290 16.11092 28.7695 0 1026.1 10 2013-01-10 02:00:00
"LGA" 2013 1 10 3 44.06 26.06 48.87 320 10.35702 NA 0 1027.1 10 2013-01-10 03:00:00
"LGA" 2013 1 10 4 44.06 24.98 46.73 310 19.56326 25.31716 0 1027.6 10 2013-01-10 04:00:00
"LGA" 2013 1 10 5 42.98 24.08 46.91 330 12.65858 NA 0 1029 10 2013-01-10 05:00:00
"LGA" 2013 1 10 6 42.08 24.08 48.56 310 14.96014 NA 0 1029.6 10 2013-01-10 06:00:00
"LGA" 2013 1 10 7 42.08 24.98 50.42 310 14.96014 NA 0 1031.1 10 2013-01-10 07:00:00
"LGA" 2013 1 10 8 42.98 24.98 48.7 320 9.20624 20.71404 0 1032 10 2013-01-10 08:00:00
"LGA" 2013 1 10 9 44.06 24.98 46.73 320 13.80936 NA 0 1032.6 10 2013-01-10 09:00:00
"LGA" 2013 1 10 10 44.06 24.08 45.01 320 16.11092 NA 0 1032.1 10 2013-01-10 10:00:00
"LGA" 2013 1 10 11 44.96 21.92 39.72 340 16.11092 23.0156 0 1031.2 10 2013-01-10 11:00:00
"LGA" 2013 1 10 12 46.04 21.92 38.12 320 16.11092 NA 0 1030.7 10 2013-01-10 12:00:00
"LGA" 2013 1 10 13 46.94 21.02 35.47 340 16.11092 NA 0 1031.3 10 2013-01-10 13:00:00
"LGA" 2013 1 10 14 48.02 21.92 35.38 300 11.5078 NA 0 1031.6 10 2013-01-10 14:00:00
"LGA" 2013 1 10 15 46.94 23 38.56 320 11.5078 NA 0 1032.1 10 2013-01-10 15:00:00
"LGA" 2013 1 10 16 46.04 23 39.9 330 10.35702 NA 0 1032.5 10 2013-01-10 16:00:00
"LGA" 2013 1 10 17 44.96 24.98 45.15 320 9.20624 NA 0 1032.7 10 2013-01-10 17:00:00
"LGA" 2013 1 10 18 44.96 24.98 45.15 310 8.05546 NA 0 1033.5 10 2013-01-10 18:00:00
"LGA" 2013 1 10 19 44.06 24.98 46.73 320 8.05546 NA 0 1033.7 10 2013-01-10 19:00:00
"LGA" 2013 1 10 20 44.06 24.08 45.01 360 6.90468 NA 0 1033.8 10 2013-01-10 20:00:00
"LGA" 2013 1 10 21 42.08 24.08 48.56 50 5.7539 NA 0 1034.1 10 2013-01-10 21:00:00
"LGA" 2013 1 10 22 39.92 24.98 54.81 70 3.45234 NA 0 1033.9 10 2013-01-10 22:00:00
"LGA" 2013 1 10 23 39.92 24.98 54.81 60 4.60312 NA 0 1034.4 10 2013-01-10 23:00:00
"LGA" 2013 1 11 0 39.02 24.98 56.77 40 3.45234 NA 0 1033.8 10 2013-01-11 00:00:00
"LGA" 2013 1 11 1 39.02 24.08 54.68 60 5.7539 NA 0 1033.4 10 2013-01-11 01:00:00
"LGA" 2013 1 11 2 37.94 24.08 57.04 50 6.90468 NA 0 1032.8 10 2013-01-11 02:00:00
"LGA" 2013 1 11 3 37.94 24.08 57.04 50 4.60312 NA 0 1032.2 10 2013-01-11 03:00:00
"LGA" 2013 1 11 4 37.04 24.98 61.35 60 5.7539 NA 0 1031.4 10 2013-01-11 04:00:00
"LGA" 2013 1 11 5 37.94 24.98 59.22 90 6.90468 NA 0 1031.5 10 2013-01-11 05:00:00
"LGA" 2013 1 11 6 37.94 26.06 61.94 90 4.60312 NA 0 1032 10 2013-01-11 06:00:00
"LGA" 2013 1 11 7 37.94 26.06 61.94 90 5.7539 NA 0 1032.2 10 2013-01-11 07:00:00
"LGA" 2013 1 11 8 39.92 24.98 54.81 80 8.05546 NA 0 1031.4 10 2013-01-11 08:00:00
"LGA" 2013 1 11 9 39.02 26.96 61.63 40 6.90468 NA 0 1031.5 10 2013-01-11 09:00:00
"LGA" 2013 1 11 10 39.92 28.04 62.21 60 9.20624 NA 0 1030.4 10 2013-01-11 10:00:00
"LGA" 2013 1 11 11 39.92 28.04 62.21 50 10.35702 NA 0 1028.5 10 2013-01-11 11:00:00
"LGA" 2013 1 11 12 41 30.02 64.68 50 9.20624 NA 0 1027.5 10 2013-01-11 12:00:00
"LGA" 2013 1 11 13 41 33.08 73.19 40 10.35702 NA 0 1026.9 10 2013-01-11 13:00:00
"LGA" 2013 1 11 14 39.92 33.08 76.32 60 9.20624 NA 0 1026.2 10 2013-01-11 14:00:00
"LGA" 2013 1 11 15 39.92 35.06 82.6 50 9.20624 NA 0.01 1025 9 2013-01-11 15:00:00
"LGA" 2013 1 11 16 41 35.96 82.09 60 8.05546 NA 0 1024.5 10 2013-01-11 16:00:00
"LGA" 2013 1 11 17 41 37.4 86.89 50 9.20624 NA 0.02 NA 5 2013-01-11 17:00:00
"LGA" 2013 1 11 18 41 37.94 93.19 60 9.20624 NA 0.06 NA 7 2013-01-11 18:00:00
"LGA" 2013 1 11 19 42.8 41 93.3 NA 6.90468 NA 0.05 NA 5 2013-01-11 19:00:00
"LGA" 2013 1 11 20 44.6 42.8 93.35 NA 6.90468 NA 0.1 NA 4 2013-01-11 20:00:00
"LGA" 2013 1 11 21 44.6 42.8 100 120 6.90468 NA 0.06 NA 4 2013-01-11 21:00:00
"LGA" 2013 1 11 22 42.98 42.08 96.6 60 8.05546 NA 0.05 1019.9 5 2013-01-11 22:00:00
"LGA" 2013 1 11 23 44.6 42.8 100 50 10.35702 NA 0.03 NA 2.5 2013-01-11 23:00:00
"LGA" 2013 1 12 0 44.6 42.8 93.35 40 6.90468 NA 0.02 NA 0.75 2013-01-12 00:00:00
"LGA" 2013 1 12 1 44.96 42.98 92.72 20 5.7539 NA 0.01 1018.6 0.75 2013-01-12 01:00:00
"LGA" 2013 1 12 2 44.06 42.08 92.69 310 8.05546 NA 0.01 1019 0.75 2013-01-12 02:00:00
"LGA" 2013 1 12 3 44.96 42.98 93.35 340 8.05546 NA 0.01 NA 0.5 2013-01-12 03:00:00
"LGA" 2013 1 12 4 44.96 42.98 93.35 20 9.20624 NA 0 NA 3 2013-01-12 04:00:00
"LGA" 2013 1 12 5 44.96 42.98 92.72 20 8.05546 NA 0 1019.4 3 2013-01-12 05:00:00
"LGA" 2013 1 12 6 44.06 42.08 92.69 20 8.05546 NA 0 1019.6 2 2013-01-12 06:00:00
"LGA" 2013 1 12 7 44.96 42.8 93.35 40 9.20624 NA 0 NA 2 2013-01-12 07:00:00
"LGA" 2013 1 12 8 44.6 42.8 93.35 50 12.65858 NA 0 NA 6 2013-01-12 08:00:00
"LGA" 2013 1 12 9 44.06 42.08 92.69 50 9.20624 NA 0 1020.9 7 2013-01-12 09:00:00
"LGA" 2013 1 12 10 44.06 42.08 92.69 50 8.05546 NA 0 1020.9 7 2013-01-12 10:00:00
"LGA" 2013 1 12 11 44.06 42.08 92.69 40 5.7539 NA 0 1020.5 7 2013-01-12 11:00:00
"LGA" 2013 1 12 12 44.6 42.8 93.35 50 9.20624 NA 0 NA 1.5 2013-01-12 12:00:00
"LGA" 2013 1 12 13 44.6 42.8 93.35 60 5.7539 NA 0 NA 5 2013-01-12 13:00:00
"LGA" 2013 1 12 14 44.06 42.08 92.69 70 4.60312 NA 0 1020.8 6 2013-01-12 14:00:00
"LGA" 2013 1 12 15 44.06 42.08 92.69 60 6.90468 NA 0 1021 5 2013-01-12 15:00:00
"LGA" 2013 1 12 16 44.06 42.08 92.69 40 5.7539 NA 0 1021.3 2.5 2013-01-12 16:00:00
"LGA" 2013 1 12 17 42.98 42.08 96.6 50 6.90468 NA 0 1021.9 2.5 2013-01-12 17:00:00
"LGA" 2013 1 12 18 42.98 42.08 96.6 70 6.90468 NA 0 1021.2 1 2013-01-12 18:00:00
"LGA" 2013 1 12 19 42.08 41 95.92 60 3.45234 NA 0 1021.8 1 2013-01-12 19:00:00
"LGA" 2013 1 12 20 42.8 41 95.92 0 0 NA 0 NA 0.5 2013-01-12 20:00:00
"LGA" 2013 1 12 21 42.08 41 95.92 0 0 NA 0 1020.4 0.5 2013-01-12 21:00:00
"LGA" 2013 1 12 22 42.08 41 95.92 60 5.7539 NA 0 1020.4 0.5 2013-01-12 22:00:00
"LGA" 2013 1 12 23 42.8 41 95.92 0 0 NA 0 NA 0.5 2013-01-12 23:00:00
"LGA" 2013 1 13 0 42.8 41 95.92 80 4.60312 NA 0 NA 0.5 2013-01-13 00:00:00
"LGA" 2013 1 13 1 42.8 41 95.92 90 4.60312 NA 0 NA 0.25 2013-01-13 01:00:00
"LGA" 2013 1 13 2 42.08 42.08 100 100 4.60312 NA 0 1020.4 0.25 2013-01-13 02:00:00
"LGA" 2013 1 13 3 44.06 42.98 95.95 190 5.7539 NA 0 1020.4 0.25 2013-01-13 03:00:00
"LGA" 2013 1 13 4 44.06 42.98 95.95 180 4.60312 NA 0 1019.7 0.25 2013-01-13 04:00:00
"LGA" 2013 1 13 5 44.06 42.98 95.95 160 5.7539 NA 0 1019.5 0.12 2013-01-13 05:00:00
"LGA" 2013 1 13 6 44.6 42.98 95.95 170 6.90468 NA 0 NA 0.25 2013-01-13 06:00:00
"LGA" 2013 1 13 7 42.98 42.8 100 190 8.05546 NA 0 NA 0.12 2013-01-13 07:00:00
"LGA" 2013 1 13 8 42.98 42.8 100 180 5.7539 NA 0 NA 0.25 2013-01-13 08:00:00
"LGA" 2013 1 13 9 44.06 42.98 95.95 170 8.05546 NA 0 1020.9 0.25 2013-01-13 09:00:00
"LGA" 2013 1 13 10 44.96 42.98 93.35 180 9.20624 NA 0 NA 1.5 2013-01-13 10:00:00
"LGA" 2013 1 13 11 44.96 42.98 93.35 190 8.05546 NA 0 NA 3 2013-01-13 11:00:00
"LGA" 2013 1 13 12 46.4 44.6 93.4 180 5.7539 NA 0 NA 5 2013-01-13 12:00:00
"LGA" 2013 1 13 13 46.94 44.06 89.65 180 6.90468 NA 0 NA 5 2013-01-13 13:00:00
"LGA" 2013 1 13 14 46.94 42.98 86.02 190 6.90468 NA 0 1018.6 6 2013-01-13 14:00:00
"LGA" 2013 1 13 15 46.94 42.98 86.02 160 9.20624 NA 0 1018.1 6 2013-01-13 15:00:00
"LGA" 2013 1 13 16 46.94 42.98 86.02 180 9.20624 NA 0 1017.5 10 2013-01-13 16:00:00
"LGA" 2013 1 13 17 48.02 44.06 87.19 180 9.20624 NA 0 NA 10 2013-01-13 17:00:00
"LGA" 2013 1 13 18 48.02 44.96 89.08 190 4.60312 NA 0 1017 10 2013-01-13 18:00:00
"LGA" 2013 1 13 19 48.92 46.04 89.73 170 5.7539 NA 0 NA 3 2013-01-13 19:00:00
"LGA" 2013 1 13 20 48.92 46.94 93.45 0 0 NA 0 NA 1 2013-01-13 20:00:00
"LGA" 2013 1 13 21 50 48.2 93.5 130 5.7539 NA 0 NA 1.5 2013-01-13 21:00:00
"LGA" 2013 1 13 22 46.94 46.4 100 320 4.60312 NA 0 NA 1 2013-01-13 22:00:00
"LGA" 2013 1 13 23 48.92 48.02 96.69 160 3.45234 NA 0 1016 1 2013-01-13 23:00:00
"LGA" 2013 1 14 0 48.92 48.2 100 170 5.7539 NA 0 NA 1.5 2013-01-14 00:00:00
"LGA" 2013 1 14 1 50 48.2 93.5 190 5.7539 NA 0 NA 2 2013-01-14 01:00:00
"LGA" 2013 1 14 2 50 48.2 100 180 6.90468 NA 0 NA 2 2013-01-14 02:00:00
"LGA" 2013 1 14 3 48.92 48.02 96.69 190 4.60312 NA 0 1015.6 0.5 2013-01-14 03:00:00
"LGA" 2013 1 14 4 48.92 48.02 96.69 190 4.60312 NA 0 1015.5 0.5 2013-01-14 04:00:00
"LGA" 2013 1 14 5 48.92 48.02 96.69 150 6.90468 NA 0.01 1014.3 0.5 2013-01-14 05:00:00
"LGA" 2013 1 14 6 48.92 48.02 96.69 290 5.7539 NA 0 1016.3 0.25 2013-01-14 06:00:00
"LGA" 2013 1 14 7 50 48.92 96.05 280 4.60312 NA 0 1017.2 0.25 2013-01-14 07:00:00
"LGA" 2013 1 14 8 51.8 48.92 93.5 310 4.60312 NA 0 NA 3 2013-01-14 08:00:00
"LGA" 2013 1 14 9 53.6 51.8 93.6 310 10.35702 NA 0 NA 9 2013-01-14 09:00:00
"LGA" 2013 1 14 10 53.96 48.92 83 300 9.20624 NA 0 1018.1 10 2013-01-14 10:00:00
"LGA" 2013 1 14 11 55.04 48.02 77.15 300 6.90468 NA 0 1018.3 10 2013-01-14 11:00:00
"LGA" 2013 1 14 12 53.96 41 61.41 330 18.41248 27.61872 0 1018.3 10 2013-01-14 12:00:00
"LGA" 2013 1 14 13 53.06 39.92 60.87 320 11.5078 NA 0 1018.7 10 2013-01-14 13:00:00
"LGA" 2013 1 14 14 53.06 37.94 56.34 310 12.65858 NA 0 1020.3 10 2013-01-14 14:00:00
"LGA" 2013 1 14 15 51.98 35.96 54.22 310 12.65858 NA 0 1020.3 10 2013-01-14 15:00:00
"LGA" 2013 1 14 16 51.98 33.98 50.11 330 11.5078 NA 0 1020.7 10 2013-01-14 16:00:00
"LGA" 2013 1 14 17 51.08 33.08 49.97 340 8.05546 NA 0 1021.4 10 2013-01-14 17:00:00
"LGA" 2013 1 14 18 50 37.04 60.89 350 5.7539 NA 0 1021.7 10 2013-01-14 18:00:00
"LGA" 2013 1 14 19 48.02 33.98 58.07 340 11.5078 NA 0 1024.2 10 2013-01-14 19:00:00
"LGA" 2013 1 14 20 46.04 30.92 55.32 20 10.35702 NA 0 1024 10 2013-01-14 20:00:00
"LGA" 2013 1 14 21 44.06 30.02 57.5 350 17.2617 NA 0 1025.1 10 2013-01-14 21:00:00
"LGA" 2013 1 14 22 39.92 33.98 79.12 360 10.35702 NA 0.02 1025.4 7 2013-01-14 22:00:00
"LGA" 2013 1 14 23 39.02 33.08 79.05 20 5.7539 NA 0.03 1025.8 10 2013-01-14 23:00:00
"LGA" 2013 1 15 0 39.02 30.02 69.86 20 10.35702 NA 0 1025 10 2013-01-15 00:00:00
"LGA" 2013 1 15 1 37.94 32 78.96 30 8.05546 NA 0.03 1025.2 10 2013-01-15 01:00:00
"LGA" 2013 1 15 2 37.04 30.92 78.31 20 9.20624 NA 0.04 1024.9 8 2013-01-15 02:00:00
"LGA" 2013 1 15 3 35.96 30.92 81.72 60 8.05546 NA 0.01 1024.2 10 2013-01-15 03:00:00
"LGA" 2013 1 15 4 35.96 28.94 75.39 10 6.90468 NA 0 1024.7 10 2013-01-15 04:00:00
"LGA" 2013 1 15 5 37.04 28.94 72.24 360 6.90468 NA 0 1025 10 2013-01-15 05:00:00
"LGA" 2013 1 15 6 37.04 26.96 66.6 360 8.05546 NA 0 1025.7 10 2013-01-15 06:00:00
"LGA" 2013 1 15 7 37.04 28.04 69.63 360 10.35702 NA 0 1026.2 10 2013-01-15 07:00:00
"LGA" 2013 1 15 8 37.04 26.06 64.17 350 10.35702 NA 0 1027.3 10 2013-01-15 08:00:00
"LGA" 2013 1 15 9 37.04 24.98 61.35 360 8.05546 NA 0 1027.3 10 2013-01-15 09:00:00
"LGA" 2013 1 15 10 37.94 24.98 59.22 360 8.05546 NA 0 1027.4 10 2013-01-15 10:00:00
"LGA" 2013 1 15 11 37.94 24.98 59.22 360 8.05546 NA 0 1026.7 10 2013-01-15 11:00:00
"LGA" 2013 1 15 12 37.94 24.98 59.22 360 6.90468 NA 0 1025.3 10 2013-01-15 12:00:00
"LGA" 2013 1 15 13 37.94 24.08 57.04 360 8.05546 NA 0 1024.9 10 2013-01-15 13:00:00
"LGA" 2013 1 15 14 37.94 24.08 57.04 10 6.90468 NA 0 1025.2 10 2013-01-15 14:00:00
"LGA" 2013 1 15 15 39.02 24.98 56.77 360 6.90468 NA 0 1025.1 10 2013-01-15 15:00:00
"LGA" 2013 1 15 16 39.02 24.08 54.68 350 6.90468 NA 0 1025.5 10 2013-01-15 16:00:00
"LGA" 2013 1 15 17 39.02 24.08 54.68 10 6.90468 NA 0 1024.7 10 2013-01-15 17:00:00
"LGA" 2013 1 15 18 39.02 24.98 56.77 360 8.05546 NA 0 1025.5 10 2013-01-15 18:00:00
"LGA" 2013 1 15 19 39.02 24.98 56.77 20 9.20624 NA 0 1025.1 10 2013-01-15 19:00:00
"LGA" 2013 1 15 20 37.94 23 54.51 30 5.7539 NA 0 1024.8 10 2013-01-15 20:00:00
"LGA" 2013 1 15 21 37.94 24.08 57.04 50 8.05546 NA 0 1024.1 10 2013-01-15 21:00:00
"LGA" 2013 1 15 22 37.04 26.06 64.17 20 8.05546 NA 0 1023.8 10 2013-01-15 22:00:00
"LGA" 2013 1 15 23 35.96 26.96 69.51 50 8.05546 NA 0.02 NA 10 2013-01-15 23:00:00
"LGA" 2013 1 16 0 35.6 28.04 75.31 40 10.35702 NA 0.04 NA 8 2013-01-16 00:00:00
"LGA" 2013 1 16 1 33.08 28.94 84.56 30 10.35702 NA 0.05 1021.9 8 2013-01-16 01:00:00
"LGA" 2013 1 16 2 33.8 30.2 88.37 30 10.35702 NA 0.05 NA 7 2013-01-16 02:00:00
"LGA" 2013 1 16 3 33.8 30.92 91.66 40 10.35702 NA 0.1 NA 5 2013-01-16 03:00:00
"LGA" 2013 1 16 4 33.08 30.02 88.37 20 8.05546 NA 0.16 1020 5 2013-01-16 04:00:00
"LGA" 2013 1 16 5 33.8 30.92 91.66 70 8.05546 NA 0.12 NA 6 2013-01-16 05:00:00
"LGA" 2013 1 16 6 33.98 30.92 88.42 60 9.20624 NA 0.06 NA 6 2013-01-16 06:00:00
"LGA" 2013 1 16 7 33.98 32 93.03 40 8.05546 NA 0.04 NA 9 2013-01-16 07:00:00
"LGA" 2013 1 16 8 35.06 32 93.03 40 8.05546 NA 0.02 NA 9 2013-01-16 08:00:00
"LGA" 2013 1 16 9 35.06 32 88.47 20 5.7539 NA 0 1014.7 7 2013-01-16 09:00:00
"LGA" 2013 1 16 10 35.06 32 88.47 360 3.45234 NA 0.02 1015.1 5 2013-01-16 10:00:00
"LGA" 2013 1 16 11 35.06 32 88.47 330 8.05546 NA 0.01 1013.9 5 2013-01-16 11:00:00
"LGA" 2013 1 16 12 33.98 30.92 88.42 340 9.20624 NA 0.01 1012.9 5 2013-01-16 12:00:00
"LGA" 2013 1 16 13 35.06 32 88.47 340 9.20624 NA 0 1011.4 4 2013-01-16 13:00:00
"LGA" 2013 1 16 14 35.06 32 88.47 350 3.45234 NA 0 1011.8 4 2013-01-16 14:00:00
"LGA" 2013 1 16 15 35.96 32 86.59 340 5.7539 NA 0 NA 6 2013-01-16 15:00:00
"LGA" 2013 1 16 16 35.96 33.08 89.16 270 4.60312 NA 0 1012.7 6 2013-01-16 16:00:00
"LGA" 2013 1 16 17 37.4 33.8 93.08 280 8.05546 NA 0 NA 6 2013-01-16 17:00:00
"LGA" 2013 1 16 18 37.94 33.8 86.69 220 8.05546 NA 0 NA 7 2013-01-16 18:00:00
"LGA" 2013 1 16 19 37.94 33.08 82.46 240 9.20624 NA 0 1012.5 10 2013-01-16 19:00:00
"LGA" 2013 1 16 20 37.94 33.08 82.46 250 10.35702 NA 0 1013.3 10 2013-01-16 20:00:00
"LGA" 2013 1 16 21 37.94 33.08 82.46 220 4.60312 NA 0 1012.9 10 2013-01-16 21:00:00
"LGA" 2013 1 16 22 37.94 33.08 82.46 230 8.05546 NA 0 1012.9 10 2013-01-16 22:00:00
"LGA" 2013 1 16 23 39.02 32 75.69 250 8.05546 NA 0 1012.9 10 2013-01-16 23:00:00
"LGA" 2013 1 17 0 39.02 32 75.69 250 6.90468 NA 0 1013.4 10 2013-01-17 00:00:00
"LGA" 2013 1 17 1 39.92 30.92 69.96 250 3.45234 NA 0 1013.2 10 2013-01-17 01:00:00
"LGA" 2013 1 17 2 39.92 28.94 64.54 250 8.05546 NA 0 1013.8 10 2013-01-17 02:00:00
"LGA" 2013 1 17 3 41 28.04 59.65 250 11.5078 NA 0 1013.2 10 2013-01-17 03:00:00
"LGA" 2013 1 17 4 39.92 28.04 62.21 280 10.35702 18.41248 0 1013.1 10 2013-01-17 04:00:00
"LGA" 2013 1 17 5 39.92 26.96 59.5 290 11.5078 NA 0 1014.3 10 2013-01-17 05:00:00
"LGA" 2013 1 17 6 39.92 26.06 57.33 300 12.65858 NA 0 1015.2 10 2013-01-17 06:00:00
"LGA" 2013 1 17 7 39.92 26.06 57.33 310 14.96014 NA 0 1016.3 10 2013-01-17 07:00:00
"LGA" 2013 1 17 8 39.92 26.06 57.33 310 11.5078 NA 0 1017.6 10 2013-01-17 08:00:00
"LGA" 2013 1 17 9 41 26.06 54.97 310 13.80936 NA 0 1017.9 10 2013-01-17 09:00:00
"LGA" 2013 1 17 10 41 26.06 54.97 310 13.80936 21.86482 0 1018 10 2013-01-17 10:00:00
"LGA" 2013 1 17 11 42.08 26.06 52.73 300 17.2617 NA 0 1017.4 10 2013-01-17 11:00:00
"LGA" 2013 1 17 12 42.98 26.96 52.87 310 12.65858 NA 0 1017.2 10 2013-01-17 12:00:00
"LGA" 2013 1 17 13 42.98 26.06 50.94 320 11.5078 NA 0 1017.3 10 2013-01-17 13:00:00
"LGA" 2013 1 17 14 42.98 24.98 48.7 320 13.80936 NA 0 1017.2 10 2013-01-17 14:00:00
"LGA" 2013 1 17 15 42.08 24.98 50.42 350 8.05546 NA 0 1017.6 10 2013-01-17 15:00:00
"LGA" 2013 1 17 16 42.08 26.06 52.73 330 8.05546 NA 0 1018.1 10 2013-01-17 16:00:00
"LGA" 2013 1 17 17 41 24.98 52.56 320 8.05546 NA 0 1017.9 10 2013-01-17 17:00:00
"LGA" 2013 1 17 18 41 24.08 50.63 310 8.05546 NA 0 1018.7 10 2013-01-17 18:00:00
"LGA" 2013 1 17 19 41 24.08 50.63 330 8.05546 NA 0 1018.6 10 2013-01-17 19:00:00
"LGA" 2013 1 17 20 39.92 24.08 52.79 360 11.5078 NA 0 1017.6 10 2013-01-17 20:00:00
"LGA" 2013 1 17 21 37.94 24.98 59.22 10 10.35702 NA 0 1017.9 10 2013-01-17 21:00:00
"LGA" 2013 1 17 22 37.04 23 56.48 10 11.5078 NA 0 1016.5 10 2013-01-17 22:00:00
"LGA" 2013 1 17 23 35.96 23 58.94 50 8.05546 NA 0 1017.1 10 2013-01-17 23:00:00
"LGA" 2013 1 18 0 35.06 21.92 58.37 40 11.5078 NA 0 1016.6 10 2013-01-18 00:00:00
"LGA" 2013 1 18 1 33.08 19.04 55.89 10 10.35702 NA 0 1018.5 10 2013-01-18 01:00:00
"LGA" 2013 1 18 2 32 15.98 51.15 20 9.20624 NA 0 1019.2 10 2013-01-18 02:00:00
"LGA" 2013 1 18 3 30.02 15.98 55.42 340 6.90468 NA 0 1019.1 9 2013-01-18 03:00:00
"LGA" 2013 1 18 4 30.02 15.08 53.29 360 8.05546 18.41248 0 1020.4 10 2013-01-18 04:00:00
"LGA" 2013 1 18 5 28.94 14 53.13 360 13.80936 NA 0 1022.3 10 2013-01-18 05:00:00
"LGA" 2013 1 18 6 28.04 12.92 52.57 360 13.80936 NA 0 1024.3 10 2013-01-18 06:00:00
"LGA" 2013 1 18 7 26.06 12.92 57.04 10 12.65858 NA 0 1026.4 10 2013-01-18 07:00:00
"LGA" 2013 1 18 8 26.06 10.94 52.25 360 10.35702 NA 0 1027.8 10 2013-01-18 08:00:00
"LGA" 2013 1 18 9 26.06 10.94 52.25 350 13.80936 19.56326 0 1030 10 2013-01-18 09:00:00
"LGA" 2013 1 18 10 26.96 8.96 46.08 330 16.11092 25.31716 0 1030.3 10 2013-01-18 10:00:00
"LGA" 2013 1 18 11 28.04 5 36.83 340 13.80936 18.41248 0 1030.1 10 2013-01-18 11:00:00
"LGA" 2013 1 18 12 28.94 6.8 39.39 320 14.96014 21.86482 0 NA 10 2013-01-18 12:00:00
"LGA" 2013 1 18 13 30.02 6.98 37.17 320 16.11092 24.16638 0 1030.3 10 2013-01-18 13:00:00
"LGA" 2013 1 18 14 30.02 3.92 32.32 310 12.65858 NA 0 1030.3 10 2013-01-18 14:00:00
"LGA" 2013 1 18 15 30.02 1.94 29.5 310 13.80936 19.56326 0 1030.7 10 2013-01-18 15:00:00
"LGA" 2013 1 18 16 28.94 3.02 32.41 340 8.05546 NA 0 1031 10 2013-01-18 16:00:00
"LGA" 2013 1 18 17 30.02 1.04 28.29 260 10.35702 17.2617 0 1032.2 10 2013-01-18 17:00:00
"LGA" 2013 1 18 18 30.02 1.94 29.5 210 12.65858 16.11092 0 1032.2 10 2013-01-18 18:00:00
"LGA" 2013 1 18 19 30.02 3.02 31.01 210 10.35702 NA 0 1031.9 10 2013-01-18 19:00:00
"LGA" 2013 1 18 20 30.02 3.92 32.32 210 8.05546 17.2617 0 1031.5 10 2013-01-18 20:00:00
"LGA" 2013 1 18 21 30.02 6.98 37.17 210 9.20624 NA 0 1031.6 10 2013-01-18 21:00:00
"LGA" 2013 1 18 22 30.02 8.96 40.65 220 10.35702 NA 0 1030.6 10 2013-01-18 22:00:00
"LGA" 2013 1 18 23 30.92 8.96 39.19 210 9.20624 NA 0 1029.8 10 2013-01-18 23:00:00
"LGA" 2013 1 19 0 30.92 8.96 39.19 220 12.65858 NA 0 1029.2 10 2013-01-19 00:00:00
"LGA" 2013 1 19 1 30.92 10.94 42.82 210 13.80936 18.41248 0 1029.3 10 2013-01-19 01:00:00
"LGA" 2013 1 19 2 30.92 12.02 44.92 200 9.20624 NA 0 1028.4 10 2013-01-19 02:00:00
"LGA" 2013 1 19 3 32 14 46.92 210 11.5078 NA 0 1027.3 10 2013-01-19 03:00:00
"LGA" 2013 1 19 4 33.08 15.98 48.98 210 12.65858 21.86482 0 1026.8 10 2013-01-19 04:00:00
